Number,Sample,Formation,Pathway
4762,Tentsmuir,Gale crater,Gale crater
4763,Tentsmuir,Gale crater,Gale crater
4764,Tentsmuir,Gale crater,Gale crater
4765,Glen_Finglas,Gale crater,Gale crater
4766,Glen_Finglas,Gale crater,Gale crater
4767,Glen_Finglas,Gale crater,Gale crater
4768,Glen_Finglas,Gale crater,Gale crater
4769,Glen_Finglas,Gale crater,Gale crater
4770,Glen_Finglas,Gale crater,Gale crater
4771,Glen_Feshie_ccam,Gale crater,Gale crater
4772,Glen_Feshie_ccam,Gale crater,Gale crater
4773,Glen_Feshie_ccam,Gale crater,Gale crater
4774,Glen_Feshie_ccam,Gale crater,Gale crater
4775,Glen_Feshie_ccam,Gale crater,Gale crater
4776,Glen_Feshie_ccam,Gale crater,Gale crater
4777,Glen_Feshie_ccam,Gale crater,Gale crater
4778,Glen_Feshie_ccam,Gale crater,Gale crater
4779,Glen_Feshie_ccam,Gale crater,Gale crater
4780,Glen_Feshie_ccam,Gale crater,Gale crater
4781,Corstorphine_Hill,Gale crater,Gale crater
4782,Corstorphine_Hill,Gale crater,Gale crater
4783,Corstorphine_Hill,Gale crater,Gale crater
4784,Corstorphine_Hill,Gale crater,Gale crater
4785,Corstorphine_Hill,Gale crater,Gale crater
4786,Corstorphine_Hill,Gale crater,Gale crater
4787,Corstorphine_Hill,Gale crater,Gale crater
4788,Corstorphine_Hill,Gale crater,Gale crater
4789,Corstorphine_Hill,Gale crater,Gale crater
4790,Glen_Finglas_2,Gale crater,Gale crater
4791,Glen_Finglas_2,Gale crater,Gale crater
4792,Glen_Finglas_2,Gale crater,Gale crater
4793,Glen_Finglas_2,Gale crater,Gale crater
4794,Glen_Finglas_2,Gale crater,Gale crater
4795,Glen_Finglas_2,Gale crater,Gale crater
4796,Glen_Finglas_2,Gale crater,Gale crater
4797,Glen_Finglas_2,Gale crater,Gale crater
4798,Glen_Finglas_2,Gale crater,Gale crater
4799,Glen_Finglas_2,Gale crater,Gale crater
4800,Eaglesham,Gale crater,Gale crater
4801,Eaglesham,Gale crater,Gale crater
4802,Eaglesham,Gale crater,Gale crater
4803,Eaglesham,Gale crater,Gale crater
4804,Eaglesham,Gale crater,Gale crater
4805,Eaglesham,Gale crater,Gale crater
4806,Eaglesham,Gale crater,Gale crater
4807,Eaglesham,Gale crater,Gale crater
4808,Edinburgh_drillhole_ccam,Gale crater,Gale crater
4809,Edinburgh_drillhole_ccam,Gale crater,Gale crater
4810,Edinburgh_drillhole_ccam,Gale crater,Gale crater
4811,Edinburgh_drillhole_ccam,Gale crater,Gale crater
4812,Edinburgh_drillhole_ccam,Gale crater,Gale crater
4813,Eaglesham2,Gale crater,Gale crater
4814,Eaglesham2,Gale crater,Gale crater
4815,Eaglesham2,Gale crater,Gale crater
4816,Eaglesham2,Gale crater,Gale crater
4817,Eaglesham2,Gale crater,Gale crater
4818,Eaglesham2,Gale crater,Gale crater
4819,Eaglesham2,Gale crater,Gale crater
4820,Eaglesham2,Gale crater,Gale crater
4821,Eaglesham2,Gale crater,Gale crater
4822,Eaglesham2,Gale crater,Gale crater
4823,Albany,Gale crater,Gale crater
4824,Albany,Gale crater,Gale crater
4825,Albany,Gale crater,Gale crater
4826,Albany,Gale crater,Gale crater
4827,Albany,Gale crater,Gale crater
4828,Albany,Gale crater,Gale crater
4829,Albany,Gale crater,Gale crater
4830,Albany,Gale crater,Gale crater
4831,Albany,Gale crater,Gale crater
4832,Alexandria,Gale crater,Gale crater
4833,Alexandria,Gale crater,Gale crater
4834,Alexandria,Gale crater,Gale crater
4835,Alexandria,Gale crater,Gale crater
4836,Alexandria,Gale crater,Gale crater
4837,Alexandria,Gale crater,Gale crater
4838,Alexandria,Gale crater,Gale crater
4839,Alexandria,Gale crater,Gale crater
4840,Alexandria,Gale crater,Gale crater
4841,Alexandria,Gale crater,Gale crater
4842,Alloway,Gale crater,Gale crater
4843,Alloway,Gale crater,Gale crater
4844,Alloway,Gale crater,Gale crater
4845,Alloway,Gale crater,Gale crater
4846,Alloway,Gale crater,Gale crater
4847,Alloway,Gale crater,Gale crater
4848,Alloway,Gale crater,Gale crater
4849,Alloway,Gale crater,Gale crater
4850,Alloway,Gale crater,Gale crater
4851,Alloway,Gale crater,Gale crater
4852,Dunedin,Gale crater,Gale crater
4853,Dunedin,Gale crater,Gale crater
4854,Dunedin,Gale crater,Gale crater
4855,Dunedin,Gale crater,Gale crater
4856,Dunedin,Gale crater,Gale crater
4857,Dunedin,Gale crater,Gale crater
4858,Dunedin,Gale crater,Gale crater
4859,Dunedin,Gale crater,Gale crater
4860,Dunedin,Gale crater,Gale crater
4861,Dunedin,Gale crater,Gale crater
4862,Tron_Kirk,Gale crater,Gale crater
4863,Tron_Kirk,Gale crater,Gale crater
4864,Tron_Kirk,Gale crater,Gale crater
4865,Tron_Kirk,Gale crater,Gale crater
4866,Tron_Kirk,Gale crater,Gale crater
4867,Tron_Kirk,Gale crater,Gale crater
4868,Tron_Kirk,Gale crater,Gale crater
4869,Tron_Kirk,Gale crater,Gale crater
4870,Edinburgh_drillhole_ccam2,Gale crater,Gale crater
4871,Edinburgh_drillhole_ccam2,Gale crater,Gale crater
4872,Edinburgh_drillhole_ccam2,Gale crater,Gale crater
4873,Edinburgh_drillhole_ccam2,Gale crater,Gale crater
4874,Edinburgh_drillhole_ccam2,Gale crater,Gale crater
4875,Phlanaid_Mars,Gale crater,Gale crater
4876,Phlanaid_Mars,Gale crater,Gale crater
4877,Phlanaid_Mars,Gale crater,Gale crater
4878,Phlanaid_Mars,Gale crater,Gale crater
4879,Phlanaid_Mars,Gale crater,Gale crater
4880,Phlanaid_Mars,Gale crater,Gale crater
4881,Phlanaid_Mars,Gale crater,Gale crater
4882,Phlanaid_Mars,Gale crater,Gale crater
4883,Phlanaid_Mars,Gale crater,Gale crater
4884,Kinnesswood_Sandstone,Gale crater,Gale crater
4885,Kinnesswood_Sandstone,Gale crater,Gale crater
4886,Kinnesswood_Sandstone,Gale crater,Gale crater
4887,Kinnesswood_Sandstone,Gale crater,Gale crater
4888,Kinnesswood_Sandstone,Gale crater,Gale crater
4889,Kinnesswood_Sandstone,Gale crater,Gale crater
4890,Kinnesswood_Sandstone,Gale crater,Gale crater
4891,Kinnesswood_Sandstone,Gale crater,Gale crater
4892,Kinnesswood_Sandstone,Gale crater,Gale crater
4893,Kinnesswood_Sandstone,Gale crater,Gale crater
4894,Edinburgh_drillhole_ccam3,Gale crater,Gale crater
4895,Edinburgh_drillhole_ccam3,Gale crater,Gale crater
4896,Edinburgh_drillhole_ccam3,Gale crater,Gale crater
4897,Edinburgh_drillhole_ccam3,Gale crater,Gale crater
4898,Edinburgh_drillhole_ccam3,Gale crater,Gale crater
4899,Edinburgh_drillhole_ccam3,Gale crater,Gale crater
4900,Calders_Sandstone,Gale crater,Gale crater
4901,Calders_Sandstone,Gale crater,Gale crater
4902,Calders_Sandstone,Gale crater,Gale crater
4903,Calders_Sandstone,Gale crater,Gale crater
4904,Calders_Sandstone,Gale crater,Gale crater
4905,Calders_Sandstone,Gale crater,Gale crater
4906,Edinburgh_drillhole_ccam4,Gale crater,Gale crater
4907,Edinburgh_drillhole_ccam4,Gale crater,Gale crater
4908,Edinburgh_drillhole_ccam4,Gale crater,Gale crater
4909,Edinburgh_drillhole_ccam4,Gale crater,Gale crater
4910,Edinburgh_tailings_ccam_LIBS,Gale crater,Gale crater
4911,Edinburgh_tailings_ccam_LIBS,Gale crater,Gale crater
4912,Edinburgh_tailings_ccam_LIBS,Gale crater,Gale crater
4913,Edinburgh_tailings_ccam_LIBS,Gale crater,Gale crater
4914,Edinburgh_tailings_ccam_LIBS,Gale crater,Gale crater
4915,Edinburgh_drillhole_ccam5,Gale crater,Gale crater
4916,Edinburgh_drillhole_ccam5,Gale crater,Gale crater
4917,Edinburgh_drillhole_ccam5,Gale crater,Gale crater
4918,Edinburgh_drillhole_ccam5,Gale crater,Gale crater
4919,Edinburgh_drillhole_ccam6,Gale crater,Gale crater
4920,Edinburgh_drillhole_ccam6,Gale crater,Gale crater
4921,Edinburgh_drillhole_ccam6,Gale crater,Gale crater
4922,Edinburgh_drillhole_ccam6,Gale crater,Gale crater
4923,Edinburgh_drillhole_ccam6,Gale crater,Gale crater
4924,aegis_post_2730a,Gale crater,Gale crater
4925,aegis_post_2730a,Gale crater,Gale crater
4926,aegis_post_2730a,Gale crater,Gale crater
4927,aegis_post_2730a,Gale crater,Gale crater
4928,aegis_post_2730a,Gale crater,Gale crater
4929,aegis_post_2730a,Gale crater,Gale crater
4930,aegis_post_2730a,Gale crater,Gale crater
4931,aegis_post_2730a,Gale crater,Gale crater
4932,aegis_post_2730a,Gale crater,Gale crater
4933,aegis_post_2730b,Gale crater,Gale crater
4934,aegis_post_2730b,Gale crater,Gale crater
4935,aegis_post_2730b,Gale crater,Gale crater
4936,aegis_post_2730b,Gale crater,Gale crater
4937,aegis_post_2730b,Gale crater,Gale crater
4938,Chalifornia,Gale crater,Gale crater
4939,Chalifornia,Gale crater,Gale crater
4940,Chalifornia,Gale crater,Gale crater
4941,Chalifornia,Gale crater,Gale crater
4942,Chalifornia,Gale crater,Gale crater
4943,Dava,Gale crater,Gale crater
4944,Dava,Gale crater,Gale crater
4945,Dava,Gale crater,Gale crater
4946,Fogo,Gale crater,Gale crater
4947,Fogo,Gale crater,Gale crater
4948,Fogo,Gale crater,Gale crater
4949,Fogo,Gale crater,Gale crater
4950,Fogo,Gale crater,Gale crater
4951,Fogo,Gale crater,Gale crater
4952,Fogo,Gale crater,Gale crater
4953,Fogo,Gale crater,Gale crater
4954,Fogo,Gale crater,Gale crater
4955,Fogo,Gale crater,Gale crater
4956,Cola,Gale crater,Gale crater
4957,Cola,Gale crater,Gale crater
4958,Bonxie,Gale crater,Gale crater
4959,Bonxie,Gale crater,Gale crater
4960,Bonxie,Gale crater,Gale crater
4961,Beinn_an_Dudhaich,Gale crater,Gale crater
4962,Beinn_an_Dudhaich,Gale crater,Gale crater
4963,Beinn_an_Dudhaich,Gale crater,Gale crater
4964,Beinn_Alligin,Gale crater,Gale crater
4965,Beinn_Alligin,Gale crater,Gale crater
4966,Beinn_Alligin,Gale crater,Gale crater
4967,Beinn_Alligin,Gale crater,Gale crater
4968,Beinn_Mhor,Gale crater,Gale crater
4969,Ben_Wyvis,Gale crater,Gale crater
4970,Ben_Wyvis,Gale crater,Gale crater
4971,Ben_Wyvis,Gale crater,Gale crater
4972,Ben_Wyvis,Gale crater,Gale crater
4973,Ben_Arthur,Gale crater,Gale crater
4974,Ben_Arthur,Gale crater,Gale crater
4975,Ben_Arthur,Gale crater,Gale crater
4976,Ben_Arthur,Gale crater,Gale crater
4977,Ben_Arthur,Gale crater,Gale crater
4978,Beinn_an_Dudhaich_2,Gale crater,Gale crater
4979,Beinn_an_Dudhaich_2,Gale crater,Gale crater
4980,Beinn_an_Dudhaich_2,Gale crater,Gale crater
4981,Beinn_an_Dudhaich_2,Gale crater,Gale crater
4982,Beinn_an_Dudhaich_2,Gale crater,Gale crater
4983,Peach,Gale crater,Gale crater
4984,Peach,Gale crater,Gale crater
4985,Peach,Gale crater,Gale crater
4986,Edina,Gale crater,Gale crater
4987,Edina,Gale crater,Gale crater
4988,Edina,Gale crater,Gale crater
4989,Edina,Gale crater,Gale crater
4990,Salen,Gale crater,Gale crater
4991,Salen,Gale crater,Gale crater
4992,Salen,Gale crater,Gale crater
4993,Salen,Gale crater,Gale crater
4994,Salen,Gale crater,Gale crater
4995,Salen,Gale crater,Gale crater
4996,Salen,Gale crater,Gale crater
4997,Crossbill,Gale crater,Gale crater
4998,Crossbill,Gale crater,Gale crater
4999,Crossbill,Gale crater,Gale crater
5000,Burg,Gale crater,Gale crater
5001,Burg,Gale crater,Gale crater
5002,Burg,Gale crater,Gale crater
5003,Burg,Gale crater,Gale crater
5004,Dysart,Gale crater,Gale crater
5005,Dysart,Gale crater,Gale crater
5006,Dysart,Gale crater,Gale crater
5007,Dysart,Gale crater,Gale crater
5008,Dysart,Gale crater,Gale crater
5009,Dysart,Gale crater,Gale crater
5010,Dysart,Gale crater,Gale crater
5011,Dysart,Gale crater,Gale crater
5012,Dysart,Gale crater,Gale crater
5013,Dysart,Gale crater,Gale crater
5014,Polwarth,Gale crater,Gale crater
5015,Polwarth,Gale crater,Gale crater
5016,Polwarth,Gale crater,Gale crater
5017,Polwarth,Gale crater,Gale crater
5018,Polwarth,Gale crater,Gale crater
5019,Gutcher,Gale crater,Gale crater
5020,Gutcher,Gale crater,Gale crater
5021,Bowhill,Gale crater,Gale crater
5022,Bowhill,Gale crater,Gale crater
5023,Bowhill,Gale crater,Gale crater
5024,Bowhill,Gale crater,Gale crater
5025,Bowhill,Gale crater,Gale crater
5026,Bowhill,Gale crater,Gale crater
5027,Bowhill,Gale crater,Gale crater
5028,Bowhill,Gale crater,Gale crater
5029,Bowhill,Gale crater,Gale crater
5030,Bowhill,Gale crater,Gale crater
5031,Muness,Gale crater,Gale crater
5032,Muness,Gale crater,Gale crater
5033,Muness,Gale crater,Gale crater
5034,Muness,Gale crater,Gale crater
5035,Muness,Gale crater,Gale crater
5036,Muness,Gale crater,Gale crater
5037,Muness,Gale crater,Gale crater
5038,Muness,Gale crater,Gale crater
5039,Muness,Gale crater,Gale crater
5040,Muness,Gale crater,Gale crater
5041,Scald_Hill,Gale crater,Gale crater
5042,aegis_post_2818a,Gale crater,Gale crater
5043,aegis_post_2821a,Gale crater,Gale crater
5044,aegis_post_2821a,Gale crater,Gale crater
5045,aegis_post_2821a,Gale crater,Gale crater
5046,aegis_post_2821a,Gale crater,Gale crater
5047,Cateran_Trail,Gale crater,Gale crater
5048,Cateran_Trail,Gale crater,Gale crater
5049,Cateran_Trail,Gale crater,Gale crater
5050,Cateran_Trail,Gale crater,Gale crater
5051,Cateran_Trail,Gale crater,Gale crater
5052,Cateran_Trail,Gale crater,Gale crater
5053,Cateran_Trail,Gale crater,Gale crater
5054,Cateran_Trail,Gale crater,Gale crater
5055,Cateran_Trail,Gale crater,Gale crater
5056,Cowal_Way,Gale crater,Gale crater
5057,aegis_post_2823b,Gale crater,Gale crater
5058,aegis_post_2823b,Gale crater,Gale crater
5059,aegis_post_2823c,Gale crater,Gale crater
5060,aegis_post_2823c,Gale crater,Gale crater
5061,Tollcross,Gale crater,Gale crater
5062,Sasainn,Gale crater,Gale crater
5063,Sasainn,Gale crater,Gale crater
5064,aegis_post_2825a,Gale crater,Gale crater
5065,aegis_post_2825a,Gale crater,Gale crater
5066,aegis_post_2825a,Gale crater,Gale crater
5067,aegis_post_2825a,Gale crater,Gale crater
5068,aegis_post_2825a,Gale crater,Gale crater
5069,aegis_post_2825a,Gale crater,Gale crater
5070,aegis_post_2825a,Gale crater,Gale crater
5071,aegis_post_2825a,Gale crater,Gale crater
5072,aegis_post_2825a,Gale crater,Gale crater
5073,aegis_post_2825b,Gale crater,Gale crater
5074,aegis_post_2825b,Gale crater,Gale crater
5075,aegis_post_2825b,Gale crater,Gale crater
5076,aegis_post_2825b,Gale crater,Gale crater
5077,aegis_post_2825b,Gale crater,Gale crater
5078,aegis_post_2825b,Gale crater,Gale crater
5079,Breamish_ccam,Gale crater,Gale crater
5080,Breamish_ccam,Gale crater,Gale crater
5081,Breamish_ccam,Gale crater,Gale crater
5082,Breamish_ccam,Gale crater,Gale crater
5083,Breamish_ccam,Gale crater,Gale crater
5084,Breamish_ccam,Gale crater,Gale crater
5085,Breamish_ccam,Gale crater,Gale crater
5086,Breamish_ccam,Gale crater,Gale crater
5087,Breamish_ccam,Gale crater,Gale crater
5088,Breamish_ccam,Gale crater,Gale crater
5089,Back_Bay,Gale crater,Gale crater
5090,Back_Bay,Gale crater,Gale crater
5091,Back_Bay,Gale crater,Gale crater
5092,Harthope,Gale crater,Gale crater
5093,Harthope,Gale crater,Gale crater
5094,Harthope,Gale crater,Gale crater
5095,Breamish_2,Gale crater,Gale crater
5096,Breamish_2,Gale crater,Gale crater
5097,Breamish_2,Gale crater,Gale crater
5098,Breamish_2,Gale crater,Gale crater
5099,Breamish_2,Gale crater,Gale crater
5100,Breamish_2,Gale crater,Gale crater
5101,Breamish_2,Gale crater,Gale crater
5102,Breamish_2,Gale crater,Gale crater
5103,Breamish_2,Gale crater,Gale crater
5104,aegis_post_2830a,Gale crater,Gale crater
5105,aegis_post_2830a,Gale crater,Gale crater
5106,aegis_post_2830a,Gale crater,Gale crater
5107,aegis_post_2830b,Gale crater,Gale crater
5108,aegis_post_2830b,Gale crater,Gale crater
5109,aegis_post_2830b,Gale crater,Gale crater
5110,aegis_post_2830b,Gale crater,Gale crater
5111,aegis_post_2830b,Gale crater,Gale crater
5112,aegis_post_2830b,Gale crater,Gale crater
5113,aegis_post_2830b,Gale crater,Gale crater
5114,aegis_post_2830b,Gale crater,Gale crater
5115,aegis_post_2830b,Gale crater,Gale crater
5116,Mary_Anning_ccam,Gale crater,Gale crater
5117,Mary_Anning_ccam,Gale crater,Gale crater
5118,Mary_Anning_ccam,Gale crater,Gale crater
5119,Mary_Anning_ccam,Gale crater,Gale crater
5120,Mary_Anning_ccam,Gale crater,Gale crater
5121,Mary_Anning_ccam,Gale crater,Gale crater
5122,Mary_Anning_ccam,Gale crater,Gale crater
5123,Carter_Fell,Gale crater,Gale crater
5124,Carter_Fell,Gale crater,Gale crater
5125,Carter_Fell,Gale crater,Gale crater
5126,Carter_Fell,Gale crater,Gale crater
5127,Carter_Fell,Gale crater,Gale crater
5128,Carter_Fell,Gale crater,Gale crater
5129,Carter_Fell,Gale crater,Gale crater
5130,Carter_Fell,Gale crater,Gale crater
5131,Carter_Fell,Gale crater,Gale crater
5132,Carter_Fell,Gale crater,Gale crater
5133,Mary_Anning2_ccam,Gale crater,Gale crater
5134,Mary_Anning2_ccam,Gale crater,Gale crater
5135,Mary_Anning2_ccam,Gale crater,Gale crater
5136,Mary_Anning2_ccam,Gale crater,Gale crater
5137,Mary_Anning2_ccam,Gale crater,Gale crater
5138,Mary_Anning2_ccam,Gale crater,Gale crater
5139,Mary_Anning2_ccam,Gale crater,Gale crater
5140,Mary_Anning2_ccam,Gale crater,Gale crater
5141,Mary_Anning2_ccam,Gale crater,Gale crater
5142,Ayton,Gale crater,Gale crater
5143,Ayton,Gale crater,Gale crater
5144,Ayton,Gale crater,Gale crater
5145,Ayton,Gale crater,Gale crater
5146,Ayton,Gale crater,Gale crater
5147,Ayton,Gale crater,Gale crater
5148,Ayton,Gale crater,Gale crater
5149,Ayton,Gale crater,Gale crater
5150,Ayton,Gale crater,Gale crater
5151,Ayton,Gale crater,Gale crater
5152,Ayton,Gale crater,Gale crater
5153,Ayton,Gale crater,Gale crater
5154,Ayton,Gale crater,Gale crater
5155,Ayton,Gale crater,Gale crater
5156,Ayton,Gale crater,Gale crater
5157,Ayton,Gale crater,Gale crater
5158,Carriden,Gale crater,Gale crater
5159,Mary_Anning_ccam_2839,Gale crater,Gale crater
5160,Mary_Anning_ccam_2839,Gale crater,Gale crater
5161,Mary_Anning_ccam_2839,Gale crater,Gale crater
5162,Mary_Anning_ccam_2839,Gale crater,Gale crater
5163,Mary_Anning_ccam_2839,Gale crater,Gale crater
5164,Mary_Anning_ccam_2839,Gale crater,Gale crater
5165,Mary_Anning_ccam_2839,Gale crater,Gale crater
5166,Mary_Anning_ccam_2839,Gale crater,Gale crater
5167,Mary_Anning_ccam_2839,Gale crater,Gale crater
5168,Mary_Anning_ccam_2839,Gale crater,Gale crater
5169,Geikie,Gale crater,Gale crater
5170,Geikie,Gale crater,Gale crater
5171,Fearns,Gale crater,Gale crater
5172,Fearns,Gale crater,Gale crater
5173,Fearns,Gale crater,Gale crater
5174,Fearns,Gale crater,Gale crater
5175,Fearns,Gale crater,Gale crater
5176,Fearns,Gale crater,Gale crater
5177,Fearns,Gale crater,Gale crater
5178,Fearns,Gale crater,Gale crater
5179,Fearns,Gale crater,Gale crater
5180,Fearns,Gale crater,Gale crater
5181,Great_Trossachs,Gale crater,Gale crater
5182,Great_Trossachs,Gale crater,Gale crater
5183,Great_Trossachs,Gale crater,Gale crater
5184,Great_Trossachs,Gale crater,Gale crater
5185,Bishops_Palace,Gale crater,Gale crater
5186,Bishops_Palace,Gale crater,Gale crater
5187,Bishops_Palace,Gale crater,Gale crater
5188,Bishops_Palace,Gale crater,Gale crater
5189,Bishops_Palace,Gale crater,Gale crater
5190,Bishops_Palace,Gale crater,Gale crater
5191,Bishops_Palace,Gale crater,Gale crater
5192,Bishops_Palace,Gale crater,Gale crater
5193,Bishops_Palace,Gale crater,Gale crater
5194,Musselburgh,Gale crater,Gale crater
5195,Musselburgh,Gale crater,Gale crater
5196,Musselburgh,Gale crater,Gale crater
5197,Musselburgh,Gale crater,Gale crater
5198,Musselburgh,Gale crater,Gale crater
5199,Musselburgh,Gale crater,Gale crater
5200,Mary_Anning_ccam_2846,Gale crater,Gale crater
5201,Mary_Anning_ccam_2846,Gale crater,Gale crater
5202,Mary_Anning_ccam_2846,Gale crater,Gale crater
5203,Mary_Anning_ccam_2846,Gale crater,Gale crater
5204,Mary_Anning_ccam_2846,Gale crater,Gale crater
5205,Mary_Anning_ccam_2846,Gale crater,Gale crater
5206,Mary_Anning_ccam_2846,Gale crater,Gale crater
5207,Mary_Anning_ccam_2846,Gale crater,Gale crater
5208,Mary_Anning_ccam_2846,Gale crater,Gale crater
5209,Mary_Anning_ccam_2846,Gale crater,Gale crater
5210,Ayton_2,Gale crater,Gale crater
5211,Ayton_2,Gale crater,Gale crater
5212,Ayton_2,Gale crater,Gale crater
5213,Ayton_2,Gale crater,Gale crater
5214,Ayton_2,Gale crater,Gale crater
5215,Mary_Anning_ccam_2851,Gale crater,Gale crater
5216,Mary_Anning_ccam_2851,Gale crater,Gale crater
5217,Mary_Anning_ccam_2851,Gale crater,Gale crater
5218,Mary_Anning_ccam_2851,Gale crater,Gale crater
5219,Mary_Anning_ccam_2851,Gale crater,Gale crater
5220,Mary_Anning_ccam_2851,Gale crater,Gale crater
5221,Mary_Anning_ccam_2851,Gale crater,Gale crater
5222,Mary_Anning_ccam_2851,Gale crater,Gale crater
5223,Mary_Anning_ccam_2851,Gale crater,Gale crater
5224,Mary_Anning_ccam_2851,Gale crater,Gale crater
5225,Ayton_2_dp,Gale crater,Gale crater
5226,Ayton_2_dp,Gale crater,Gale crater
5227,Ayton_2_dp,Gale crater,Gale crater
5228,Ayton_2_dp,Gale crater,Gale crater
5229,Tom_Molach,Gale crater,Gale crater
5230,Tom_Molach,Gale crater,Gale crater
5231,Tom_Molach,Gale crater,Gale crater
5232,Tom_Molach,Gale crater,Gale crater
5233,Tom_Molach,Gale crater,Gale crater
5234,Tom_Molach,Gale crater,Gale crater
5235,Tom_Molach,Gale crater,Gale crater
5236,Tom_Molach,Gale crater,Gale crater
5237,Tom_Molach,Gale crater,Gale crater
5238,Tom_Molach,Gale crater,Gale crater
5239,Falkirk_Wheel,Gale crater,Gale crater
5240,Falkirk_Wheel,Gale crater,Gale crater
5241,Falkirk_Wheel,Gale crater,Gale crater
5242,Falkirk_Wheel,Gale crater,Gale crater
5243,Falkirk_Wheel,Gale crater,Gale crater
5244,Falkirk_Wheel,Gale crater,Gale crater
5245,Falkirk_Wheel,Gale crater,Gale crater
5246,Falkirk_Wheel,Gale crater,Gale crater
5247,Falkirk_Wheel,Gale crater,Gale crater
5248,Tray,Gale crater,Gale crater
5249,Tain,Gale crater,Gale crater
5250,Tain,Gale crater,Gale crater
5251,Tain,Gale crater,Gale crater
5252,Tain,Gale crater,Gale crater
5253,Tain,Gale crater,Gale crater
5254,Tain,Gale crater,Gale crater
5255,Tain,Gale crater,Gale crater
5256,Tain,Gale crater,Gale crater
5257,Tain,Gale crater,Gale crater
5258,Tain,Gale crater,Gale crater
5259,Howwood,Gale crater,Gale crater
5260,Howwood,Gale crater,Gale crater
5261,Howwood,Gale crater,Gale crater
5262,Howwood,Gale crater,Gale crater
5263,Howwood,Gale crater,Gale crater
5264,Howwood,Gale crater,Gale crater
5265,Howwood,Gale crater,Gale crater
5266,Howwood,Gale crater,Gale crater
5267,Howwood,Gale crater,Gale crater
5268,Howwood,Gale crater,Gale crater
5269,Maligar,Gale crater,Gale crater
5270,Maligar,Gale crater,Gale crater
5271,Maligar,Gale crater,Gale crater
5272,Maligar,Gale crater,Gale crater
5273,Maligar,Gale crater,Gale crater
5274,Maligar,Gale crater,Gale crater
5275,Maligar,Gale crater,Gale crater
5276,Maligar,Gale crater,Gale crater
5277,Maligar,Gale crater,Gale crater
5278,Maligar,Gale crater,Gale crater
5279,North_Fearns,Gale crater,Gale crater
5280,North_Fearns,Gale crater,Gale crater
5281,North_Fearns,Gale crater,Gale crater
5282,North_Fearns,Gale crater,Gale crater
5283,North_Fearns,Gale crater,Gale crater
5284,North_Fearns,Gale crater,Gale crater
5285,North_Fearns,Gale crater,Gale crater
5286,North_Fearns,Gale crater,Gale crater
5287,North_Fearns,Gale crater,Gale crater
5288,North_Fearns,Gale crater,Gale crater
5289,Formartine,Gale crater,Gale crater
5290,Formartine,Gale crater,Gale crater
5291,Formartine,Gale crater,Gale crater
5292,Foulden,Gale crater,Gale crater
5293,Foulden,Gale crater,Gale crater
5294,Foulden,Gale crater,Gale crater
5295,Mary_Anning_3_ccam,Gale crater,Gale crater
5296,Mary_Anning_3_ccam,Gale crater,Gale crater
5297,Mary_Anning_3_ccam,Gale crater,Gale crater
5298,Mary_Anning_3_ccam,Gale crater,Gale crater
5299,Mary_Anning_3_ccam,Gale crater,Gale crater
5300,Mary_Anning_3_ccam,Gale crater,Gale crater
5301,Mary_Anning_3_ccam,Gale crater,Gale crater
5302,Mary_Anning_3_ccam,Gale crater,Gale crater
5303,Mary_Anning_3_ccam,Gale crater,Gale crater
5304,Mary_Anning_3_ccam,Gale crater,Gale crater
5305,Sartle,Gale crater,Gale crater
5306,Sartle,Gale crater,Gale crater
5307,Sartle,Gale crater,Gale crater
5308,Sartle,Gale crater,Gale crater
5309,Sartle,Gale crater,Gale crater
5310,Sartle,Gale crater,Gale crater
5311,Sartle,Gale crater,Gale crater
5312,Ayton_APXS_ccam,Gale crater,Gale crater
5313,Ayton_APXS_ccam,Gale crater,Gale crater
5314,Ayton_APXS_ccam,Gale crater,Gale crater
5315,Ayton_APXS_ccam,Gale crater,Gale crater
5316,Ayton_APXS_ccam,Gale crater,Gale crater
5317,Ayton_APXS_ccam,Gale crater,Gale crater
5318,Ayton_APXS_ccam,Gale crater,Gale crater
5319,Ayton_APXS_ccam,Gale crater,Gale crater
5320,Ayton_APXS_ccam,Gale crater,Gale crater
5321,Ayton_APXS_ccam,Gale crater,Gale crater
5322,Toab,Gale crater,Gale crater
5323,Toab,Gale crater,Gale crater
5324,Toab,Gale crater,Gale crater
5325,Toab,Gale crater,Gale crater
5326,Toab,Gale crater,Gale crater
5327,Toab,Gale crater,Gale crater
5328,Toab,Gale crater,Gale crater
5329,Toab,Gale crater,Gale crater
5330,Toab,Gale crater,Gale crater
5331,Toab,Gale crater,Gale crater
5332,Cappercleuch,Gale crater,Gale crater
5333,Cappercleuch,Gale crater,Gale crater
5334,Cappercleuch,Gale crater,Gale crater
5335,Cappercleuch,Gale crater,Gale crater
5336,Cappercleuch,Gale crater,Gale crater
5337,Cappercleuch,Gale crater,Gale crater
5338,Cappercleuch,Gale crater,Gale crater
5339,Cappercleuch,Gale crater,Gale crater
5340,Mary_Anning_3_ccam_2872,Gale crater,Gale crater
5341,Mary_Anning_3_ccam_2872,Gale crater,Gale crater
5342,Mary_Anning_3_ccam_2872,Gale crater,Gale crater
5343,Mary_Anning_3_ccam_2872,Gale crater,Gale crater
5344,Mary_Anning_3_ccam_2872,Gale crater,Gale crater
