Number,Sample,Formation,Pathway
778,PB-19,Marine,Hydrogenetic
779,PB-22.5,Marine,Hydrogenetic
780,2PB-3.5,Marine,Hydrogenetic
781,PB-27.5,Marine,Hydrogenetic
782,PB-92.5,Marine,Hydrogenetic
783,PB-SiOoze,Marine,Hydrogenetic
784,10417-T-7,Carbonates,Carbonates
785,104-17-T-3,Carbonates,Carbonates
786,104-17-T-5-1a,Carbonates,Carbonates
787,10373-A-15,Carbonates,Carbonates
788,10373-A-19-1,Carbonates,Carbonates
789,10373-A-24,Carbonates,Carbonates
790,10554-D-9,Carbonates,Carbonates
791,10554-D-12,Carbonates,Carbonates
792,10554-D-15,Carbonates,Carbonates
793,Mean value,Carbonates,Carbonates
794,CCZMean,Carbonates,
795,EasternCCZMean,Carbonates,
796,CentralCCZMean,Carbonates,
797,PeruBasinMean,Carbonates,
798,IndianOceanMean,Carbonates,
799,CookIslandsMean,Carbonates,
800,GulfCadizMean,Carbonates,
801,BalticSeaMean,Carbonates,
802,FijiBasinMean,Carbonates,
803,TM-1,Carbonates,
804,TM-2,Carbonates,
805,TM-3,,
806,TM-4,,
807,TM-5,,
808,TM-6,,
809,TM-7,,
810,TM-8,,
811,TM-9,,
812,TM-10,,
813,TM-11,,
814,TM-12,,
815,RCD-1-18,Freshwater,Freshwater
816,RCD-2-23,Freshwater,Freshwater
817,RCD-3-14,Freshwater,Freshwater
818,RCD-4-32,Freshwater,Freshwater
819,RCD-5-23,Freshwater,Freshwater
820,RCD-6-25,Freshwater,Freshwater
821,RCD-7-36,Freshwater,Freshwater
822,RCD-8-90,Freshwater,Freshwater
823,RCD-9-35,Freshwater,Freshwater
824,RCD-10-30,Freshwater,Freshwater
825,RCD-11-47,Freshwater,Freshwater
826,RCD-12-10,Freshwater,Freshwater
827,RCD-13-36,Freshwater,Freshwater
828,HM-1,Carbonates,Carbonates
829,HM-2,Carbonates,Carbonates
830,HM-3,Carbonates,Carbonates
831,HM-4,Carbonates,Carbonates
832,HM-5,Carbonates,Carbonates
833,HM-6,Carbonates,Carbonates
834,HM-7,Carbonates,Carbonates
835,HM-8,Carbonates,Carbonates
836,HM-9,Carbonates,Carbonates
837,HM-10,Carbonates,Carbonates
838,HMA,Carbonates,Carbonates
839,EgN-Lazy,,
840,EgS-Lazy,,
841,BtxN-Lazy,,
842,BtxS-Lazy,,
843,EgN-Plesna,,
844,EgS-Plesna,,
845,BtxN-Plesna,,
846,BtxS-Plesna,,
847,C-2NFM-lt1,,
848,C-2NFM-1-2,,
849,C-2NFM-2-5,,
850,C-2NFM-5-20,,
851,C-2N-1-2,,
852,C-2N-2-5,,
853,C-2N-5-20,,
854,C-2N-lt1,,
855,C-3NFM-1-2,,
856,C-3NFM-2-5,,
857,C-3NFM-5-20,,
858,C-3N-1-2,,
859,C-3N-2-5,,
860,C-3N-5-20,,
861,SG-acidic-iron,,
862,SG-acidic,,
863,SG-mafic-iron,,
864,SG-mafic,,
865,SG-alluvial-iron,,
866,SG-alluvial,,
867,F2,,
868,F15,,
869,F38,,
870,F40,,
871,TN2,,
872,VdL0-25,,
873,TN41,,
874,TN4,,
875,TN3,,
876,LFMean,,
877,CA1-4-Ap,,
878,CA2-4-Ap,,
879,CA3-3-Ap,,
880,CA4-2-A,,
881,CA5-2-A,,
882,CA6-1-A,,
883,CA7-1.5-A,,
884,CA8-1-Btg,,
885,TR9-2.5-A,,
886,TR10-2-A,,
887,TR11-1-A,,
888,TR12-1-A,,
889,TR13-1.5-AB,,
890,TR14-2-AB,,
891,TR15-1-Bt1,,
892,TR16-1-Bt2,,
893,TR17-2-Bt2,,
894,TR18-0.5-Bt2,,
895,POFBI-Ap-BL-gt2,,
896,POFBI-Ap-BL-2,,
897,POFBI-Ap-BL-1,,
898,POFBI-Ap-BR-gt2,,
899,POFBI-Ap-BR-2,,
900,POFBI-Ap-BR-1,,
901,STF2-Btl-BL-gt2,,
902,STF2-Btl-BL-2,,
903,STF2-Btl-BL-1,,
904,STF2-Btl-BR-gt2,,
905,STF2-Btl-BR-2,,
906,STF2-Btl-BR-1,,
907,D535,Marine,Hydrogenetic
908,CD25,Marine,Hydrogenetic
909,AD14,Marine,Hydrogenetic
910,D1-X1,Marine,Hydrogenetic
911,D21-m3,Marine,Hydrogenetic
912,G181,Marine,Diagenetic
913,B6,Marine,Diagenetic
914,F243-1,Marine,Diagenetic
915,D513,Marine,Diagenetic
916,D514,Marine,Diagenetic
917,FG352,Marine,Diagenetic
918,D11-X9,,
919,D12-X2,,
920,D21-103,,
921,1,Freshwater,Freshwater
922,2,Freshwater,Freshwater
923,3,Freshwater,Freshwater
924,3,Freshwater,Freshwater
925,3,Freshwater,Freshwater
926,4,Freshwater,Freshwater
927,5,Freshwater,Freshwater
928,6,Freshwater,Freshwater
929,7(2),Freshwater,Freshwater
930,8,Freshwater,Freshwater
931,9,Freshwater,Freshwater
932,9,Freshwater,Freshwater
933,10,Freshwater,Freshwater
934,11,Freshwater,Freshwater
935,12,Freshwater,Freshwater
936,13,Freshwater,Freshwater
937,14,Freshwater,Freshwater
938,15,Freshwater,Freshwater
939,16,Freshwater,Freshwater
940,17,Freshwater,Freshwater
941,18,Freshwater,Freshwater
942,19,Freshwater,Freshwater
943,20,Freshwater,Freshwater
944,21,Freshwater,Freshwater
945,22,Freshwater,Freshwater
946,23,Freshwater,Freshwater
947,24,Freshwater,Freshwater
948,25,Freshwater,Freshwater
949,26,Freshwater,Freshwater
950,27,Freshwater,Freshwater
951,28,Freshwater,Freshwater
952,29(3),Freshwater,Freshwater
953,29,Freshwater,Freshwater
954,6 low,Freshwater,Freshwater
955,6 high,Freshwater,Freshwater
956,2 low,Freshwater,Freshwater
957,2 high,Freshwater,Freshwater
958,43,Freshwater,Freshwater
959,11,Freshwater,Freshwater
960,37,Freshwater,Freshwater
961,35,Freshwater,Freshwater
962,4,Freshwater,Freshwater
963,9,Freshwater,Freshwater
964,18,Freshwater,Freshwater
965,1,,
966,2,,
967,3,,
968,4,,
969,5,,
970,6,,
971,7,,
972,8,,
973,9,,
974,1,Freshwater,Freshwater
975,2,Freshwater,Freshwater
976,3,Freshwater,Freshwater
977,4,Freshwater,Freshwater
978,5,Freshwater,Freshwater
979,6,Freshwater,Freshwater
980,7,Freshwater,Freshwater
981,8,Freshwater,Freshwater
982,9,Freshwater,Freshwater
983,10,Freshwater,Freshwater
984,11,Freshwater,Freshwater
985,12,Freshwater,Freshwater
986,13,Freshwater,Freshwater
987,14,Freshwater,Freshwater
988,15,Carbonates,Carbonates
989,16,Carbonates,Carbonates
990,W1,Freshwater,Freshwater
991,W2,Freshwater,Freshwater
992,S3,Freshwater,Freshwater
993,S1,Freshwater,Freshwater
994,S2 bridge,Freshwater,Freshwater
995,S2 black side,Freshwater,Freshwater
996,S2 red-brown side,Freshwater,Freshwater
997,S4,Freshwater,Freshwater
998,S6,Freshwater,Freshwater
999,low,Freshwater,Freshwater
1000,high,Freshwater,Freshwater
1001,Pisolithic avg,Freshwater,Freshwater
1002,Pisolithic max,Freshwater,Freshwater
1003,Pisolithic min,Freshwater,Freshwater
1004,Penny avg,Freshwater,Freshwater
1005,Penny max,Freshwater,Freshwater
1006,Penny min,Freshwater,Freshwater
1007,Crust avg,Freshwater,Freshwater
1008,Crust max,Freshwater,Freshwater
1009,Crust min,Freshwater,Freshwater
1010,ML2014-3-01,Freshwater,Freshwater
1011,ML2014-3-02,Freshwater,Freshwater
1012,ML2014-3-03,Freshwater,Freshwater
1013,ML2014-3-04,Freshwater,Freshwater
1014,ML2014-3-05,Freshwater,Freshwater
1015,ML2014-3-06,Freshwater,Freshwater
1016,ML2014-3-07,Freshwater,Freshwater
1017,ML2014-3-08,Freshwater,Freshwater
1018,ML2014-3-09,Freshwater,Freshwater
1019,ML2014-3-11,Freshwater,Freshwater
1020,ML2014-3-12,Freshwater,Freshwater
1021,Loch Fyne,Freshwater,Freshwater
1022,Jervis Inlet,Freshwater,Freshwater
1023,S-41,Freshwater,Freshwater
1024,Brother's Island,Freshwater,Freshwater
1025,P-28,Freshwater,Freshwater
1026,Q-29,Freshwater,Freshwater
1027,K-2,Freshwater,Freshwater
1028,11,Freshwater,Freshwater
1029,12,Freshwater,Freshwater
1030,13,Freshwater,Freshwater
1031,14,Freshwater,Freshwater
1032,15,Freshwater,Freshwater
1033,low,Freshwater,Freshwater
1034,high,Freshwater,Freshwater
1035,average,Freshwater,Freshwater
1036,low,Freshwater,Freshwater
1037,high,Freshwater,Freshwater
1038,average,Freshwater,Freshwater
1039,Mn microconcretions low,Freshwater,Freshwater
1040,Mn microconcretions high,Freshwater,Freshwater
1041,granular low,Freshwater,Freshwater
1042,granular high,Freshwater,Freshwater
1043,Mn low,Freshwater,Freshwater
1044,Mn high,Freshwater,Freshwater
1045,crust Fe low,Freshwater,Freshwater
1046,crust Fe high,Freshwater,Freshwater
1047,crust Mn low,Freshwater,Freshwater
1048,crust Mn high,Freshwater,Freshwater
1049,nodule granualr low,Freshwater,Freshwater
1050,nodule granular high,Freshwater,Freshwater
1051,nodule Mn low,Freshwater,Freshwater
1052,nodule Mn high,Freshwater,Freshwater
1053,1,,
1054,2,,
1055,3,,
1056,4,,
1057,5,,
1058,6,,
1059,7,,
1060,8,,
1061,9,,
1062,10,,
1063,11,,
1064,12,,
1065,13,,
1066,14,,
1067,15,,
1068,16,,
1069,17,,
1070,18,,
1071,19,,
1072,20,,
1073,1,Freshwater,Freshwater
1074,133,Freshwater,Freshwater
1075,133-I,Freshwater,Freshwater
1076,137-I,Freshwater,Freshwater
1077,137-II,Freshwater,Freshwater
1078,141-I,Freshwater,Freshwater
1079,141-II,Freshwater,Freshwater
1080,150,Freshwater,Freshwater
1081,154,Freshwater,Freshwater
1082,1,,
1083,2,,
1084,3,,
1085,4,,
1086,5,,
1087,6,,
1088,7,,
1089,8,,
1090,9,,
1091,10,,
1092,11,,
1093,12,,
1094,13,,
1095,14,,
1096,15,,
1097,16,,
1098,<4mmA,Freshwater,Freshwater
1099,<4mmB,Freshwater,Freshwater
1100,>4mmA,Freshwater,Freshwater
1101,>4mmB,Freshwater,Freshwater
1102,spheroidal avg,,
1103,speroidal low,,
1104,spheroidal high,,
1105,discoidal average,,
1106,discoidal low,,
1107,discoidal high,,
1108,crust average,,
1109,crust low,,
1110,crust high,,
1111,minimum,,
1112,maximum,,
1113,average,,
1114,minimum ,,
1115,maximum ,,
1116,average,,
1117,minimum ,,
1118,maximum ,,
1119,average,,
1120,POX6_13,,
1121,PAN1_2C,,
1122,LW_Nod,Freshwater,Freshwater
1123,LW_Mass,Freshwater,Freshwater
1124,LV_FM,Freshwater,Freshwater
1125,CB_14,Carbonates,Carbonates
1126,CB_38,Carbonates,Carbonates
1127,CY_25,Carbonates,Carbonates
1128,MO5_57,Carbonates,Carbonates
1129,099_63,Carbonates,Carbonates
1130,Big_Arm_2,Gale crater,Carbonates
1131,Lemhi,Gale crater,Carbonates
1132,Lemhi,Gale crater,Carbonates
1133,Lemhi,Gale crater,Gale crater
1134,Lemhi,Gale crater,Gale crater
1135,Lemhi,Gale crater,Gale crater
1136,Lemhi,Gale crater,Gale crater
1137,Lemhi,Gale crater,Gale crater
1138,Lemhi,Gale crater,Gale crater
1139,Burke,Gale crater,Gale crater
1140,Bonner,Gale crater,Gale crater
1141,Bonner,Gale crater,Gale crater
1142,Bonner,Gale crater,Gale crater
1143,Bonner,Gale crater,Gale crater
1144,Bonner,Gale crater,Gale crater
1145,Edith,Gale crater,Gale crater
1146,Edith,Gale crater,Gale crater
1147,Edith,Gale crater,Gale crater
1148,Edith,Gale crater,Gale crater
1149,Edith,Gale crater,Gale crater
1150,Sheffer,Gale crater,Gale crater
1151,Sheffer,Gale crater,Gale crater
1152,Sheffer,Gale crater,Gale crater
1153,Sheffer,Gale crater,Gale crater
1154,Sheffer,Gale crater,Gale crater
1155,Finley,Gale crater,Gale crater
1156,Finley,Gale crater,Gale crater
1157,Finley,Gale crater,Gale crater
1158,Finley,Gale crater,Gale crater
1159,Mustang,Gale crater,Gale crater
1160,Mustang,Gale crater,Gale crater
1161,Mustang,Gale crater,Gale crater
1162,Mustang,Gale crater,Gale crater
1163,Mustang,Gale crater,Gale crater
1164,Mustang,Gale crater,Gale crater
1165,Mustang,Gale crater,Gale crater
1166,Mustang,Gale crater,Gale crater
1167,Mustang,Gale crater,Gale crater
1168,Pinto,Gale crater,Gale crater
1169,Pinto,Gale crater,Gale crater
1170,Pinto,Gale crater,Gale crater
1171,Pinto,Gale crater,Gale crater
1172,Pinto,Gale crater,Gale crater
1173,Pinto,Gale crater,Gale crater
1174,Pinto,Gale crater,Gale crater
1175,Pinto,Gale crater,Gale crater
1176,Pinto,Gale crater,Gale crater
1177,Pinto,Gale crater,Gale crater
1178,Agency,Gale crater,Gale crater
1179,Agency,Gale crater,Gale crater
1180,Agency,Gale crater,Gale crater
1181,Agency,Gale crater,Gale crater
1182,Agency,Gale crater,Gale crater
1183,Marent,Gale crater,Gale crater
1184,Marent,Gale crater,Gale crater
1185,Marent,Gale crater,Gale crater
1186,Marent,Gale crater,Gale crater
1187,Marent,Gale crater,Gale crater
1188,Dixon,Gale crater,Gale crater
1189,Dixon,Gale crater,Gale crater
1190,Dixon,Gale crater,Gale crater
1191,Dixon,Gale crater,Gale crater
1192,Dixon,Gale crater,Gale crater
1193,Doney,Gale crater,Gale crater
1194,Doney,Gale crater,Gale crater
1195,Doney,Gale crater,Gale crater
1196,Doney,Gale crater,Gale crater
1197,Doney,Gale crater,Gale crater
1198,Doney,Gale crater,Gale crater
1199,Missoula_A,Gale crater,Gale crater
1200,Missoula_D,Gale crater,Gale crater
1201,Missoula_D,Gale crater,Gale crater
1202,Crazy_Mountain,Gale crater,Gale crater
1203,Crazy_Mountain,Gale crater,Gale crater
1204,Crazy_Mountain,Gale crater,Gale crater
1205,Crazy_Mountain,Gale crater,Gale crater
1206,Crazy_Mountain,Gale crater,Gale crater
1207,Butler,Gale crater,Gale crater
1208,Butler,Gale crater,Gale crater
1209,Butler,Gale crater,Gale crater
1210,Butler,Gale crater,Gale crater
1211,Butler,Gale crater,Gale crater
1212,Butler,Gale crater,Gale crater
1213,Butler,Gale crater,Gale crater
1214,Butler,Gale crater,Gale crater
1215,Butler,Gale crater,Gale crater
1216,Butler,Gale crater,Gale crater
1217,Evaro,Gale crater,Gale crater
1218,Evaro,Gale crater,Gale crater
1219,Evaro,Gale crater,Gale crater
1220,Evaro,Gale crater,Gale crater
1221,Coldwater,Gale crater,Gale crater
1222,Alberton,Gale crater,Gale crater
1223,Alberton,Gale crater,Gale crater
1224,Alberton,Gale crater,Gale crater
1225,Alberton,Gale crater,Gale crater
1226,Alberton,Gale crater,Gale crater
1227,Alberton,Gale crater,Gale crater
1228,Alberton,Gale crater,Gale crater
1229,Huson,Gale crater,Gale crater
1230,Huson,Gale crater,Gale crater
1231,Huson,Gale crater,Gale crater
1232,Huson,Gale crater,Gale crater
1233,Red_Lodge,Gale crater,Gale crater
1234,Red_Lodge,Gale crater,Gale crater
1235,Red_Lodge,Gale crater,Gale crater
1236,Red_Lodge,Gale crater,Gale crater
1237,Red_Lodge,Gale crater,Gale crater
1238,Red_Lodge,Gale crater,Gale crater
1239,Red_Lodge,Gale crater,Gale crater
1240,Red_Lodge,Gale crater,Gale crater
1241,Red_Lodge,Gale crater,Gale crater
1242,Mowry,Gale crater,Gale crater
1243,Mowry,Gale crater,Gale crater
1244,Mowry,Gale crater,Gale crater
1245,Mowry,Gale crater,Gale crater
1246,Rosebud,Gale crater,Gale crater
1247,Rosebud,Gale crater,Gale crater
1248,Rosebud,Gale crater,Gale crater
1249,Rosebud,Gale crater,Gale crater
1250,Rosebud,Gale crater,Gale crater
1251,Ravalli,Gale crater,Gale crater
1252,Ravalli,Gale crater,Gale crater
1253,Ravalli,Gale crater,Gale crater
1254,Ravalli,Gale crater,Gale crater
1255,Ravalli,Gale crater,Gale crater
1256,Ravalli,Gale crater,Gale crater
1257,Ravalli,Gale crater,Gale crater
1258,Ravalli,Gale crater,Gale crater
1259,Ravalli,Gale crater,Gale crater
1260,Stonewall,Gale crater,Gale crater
1261,Stonewall,Gale crater,Gale crater
1262,Stonewall,Gale crater,Gale crater
1263,Stonewall,Gale crater,Gale crater
1264,Stonewall,Gale crater,Gale crater
1265,Stonewall,Gale crater,Gale crater
1266,Wolsey,Gale crater,Gale crater
1267,Wolsey,Gale crater,Gale crater
1268,Wolsey,Gale crater,Gale crater
1269,Wolsey,Gale crater,Gale crater
1270,Wolsey,Gale crater,Gale crater
1271,Tinder_Box,Gale crater,Gale crater
1272,Tinder_Box,Gale crater,Gale crater
1273,Tinder_Box,Gale crater,Gale crater
1274,Tinder_Box,Gale crater,Gale crater
1275,Keith,Gale crater,Gale crater
1276,Fred_and_George_Creek,Gale crater,Gale crater
1277,Bearpaw,Gale crater,Gale crater
1278,Bearpaw,Gale crater,Gale crater
1279,Bearpaw,Gale crater,Gale crater
1280,Bearpaw,Gale crater,Gale crater
1281,Bearpaw,Gale crater,Gale crater
1282,Bearpaw,Gale crater,Gale crater
1283,Bearpaw,Gale crater,Gale crater
1284,Bearpaw,Gale crater,Gale crater
1285,Bearpaw,Gale crater,Gale crater
1286,OBriens_Creek,Gale crater,Gale crater
1287,OBriens_Creek,Gale crater,Gale crater
1288,OBriens_Creek,Gale crater,Gale crater
1289,OBriens_Creek,Gale crater,Gale crater
1290,OBriens_Creek,Gale crater,Gale crater
1291,OBriens_Creek,Gale crater,Gale crater
1292,Ledger_DRT_CCAM,Gale crater,Gale crater
1293,Ledger_DRT_CCAM,Gale crater,Gale crater
1294,Ledger_DRT_CCAM,Gale crater,Gale crater
1295,Ledger_DRT_CCAM,Gale crater,Gale crater
1296,Ledger_DRT_CCAM,Gale crater,Gale crater
1297,Ledger_DRT_CCAM,Gale crater,Gale crater
1298,Ledger_DRT_CCAM,Gale crater,Gale crater
1299,Ledger_DRT_CCAM,Gale crater,Gale crater
1300,Ledger_DRT_CCAM,Gale crater,Gale crater
1301,Mackay_Dome,Gale crater,Gale crater
1302,Mackay_Dome,Gale crater,Gale crater
1303,Mackay_Dome,Gale crater,Gale crater
1304,Bullwacker,Gale crater,Gale crater
1305,Bootlegger,Gale crater,Gale crater
1306,Bootlegger,Gale crater,Gale crater
1307,Bootlegger,Gale crater,Gale crater
1308,Bootlegger,Gale crater,Gale crater
1309,Bootlegger,Gale crater,Gale crater
1310,Sober_Up_Creek,Gale crater,Gale crater
1311,Mission_Creek,Gale crater,Gale crater
1312,Mission_Creek,Gale crater,Gale crater
1313,Mission_Creek,Gale crater,Gale crater
1314,Mission_Creek,Gale crater,Gale crater
1315,Mission_Creek,Gale crater,Gale crater
1316,Mission_Creek,Gale crater,Gale crater
1317,Mission_Creek,Gale crater,Gale crater
1318,Mission_Creek,Gale crater,Gale crater
1319,Mission_Creek,Gale crater,Gale crater
1320,Chamberlain,Gale crater,Gale crater
1321,Chamberlain,Gale crater,Gale crater
1322,Chamberlain,Gale crater,Gale crater
1323,Chamberlain,Gale crater,Gale crater
1324,Chamberlain,Gale crater,Gale crater
1325,Chamberlain,Gale crater,Gale crater
1326,Chamberlain,Gale crater,Gale crater
1327,Chamberlain,Gale crater,Gale crater
1328,Chamberlain,Gale crater,Gale crater
1329,Swan,Gale crater,Gale crater
1330,Swan,Gale crater,Gale crater
1331,Swan,Gale crater,Gale crater
1332,Swan,Gale crater,Gale crater
1333,Swan,Gale crater,Gale crater
1334,Swan,Gale crater,Gale crater
1335,Swan,Gale crater,Gale crater
1336,Swan,Gale crater,Gale crater
1337,Sunburst,Gale crater,Gale crater
1338,Sunburst,Gale crater,Gale crater
1339,Sunburst,Gale crater,Gale crater
1340,Sunburst,Gale crater,Gale crater
1341,Sunburst,Gale crater,Gale crater
1342,Sunburst,Gale crater,Gale crater
1343,Sunburst,Gale crater,Gale crater
1344,Sunburst,Gale crater,Gale crater
1345,Sunburst,Gale crater,Gale crater
1346,Sunburst,Gale crater,Gale crater
1347,Jefferson,Gale crater,Gale crater
1348,Jefferson,Gale crater,Gale crater
1349,Jefferson,Gale crater,Gale crater
1350,Jefferson,Gale crater,Gale crater
1351,Jefferson,Gale crater,Gale crater
1352,Jefferson,Gale crater,Gale crater
1353,Jefferson,Gale crater,Gale crater
1354,Jefferson,Gale crater,Gale crater
1355,Jefferson,Gale crater,Gale crater
1356,Lincoln,Gale crater,Gale crater
1357,Lincoln,Gale crater,Gale crater
1358,Lincoln,Gale crater,Gale crater
1359,Lincoln,Gale crater,Gale crater
1360,Lincoln,Gale crater,Gale crater
1361,Winnipeg,Gale crater,Gale crater
1362,Winnipeg,Gale crater,Gale crater
1363,Winnipeg,Gale crater,Gale crater
1364,Winnipeg,Gale crater,Gale crater
1365,Winnipeg,Gale crater,Gale crater
1366,Winnipeg,Gale crater,Gale crater
1367,Winnipeg,Gale crater,Gale crater
1368,Winnipeg,Gale crater,Gale crater
1369,Winnipeg,Gale crater,Gale crater
1370,Blackjack,Gale crater,Gale crater
1371,Blackjack,Gale crater,Gale crater
1372,Blackjack,Gale crater,Gale crater
1373,Blackjack,Gale crater,Gale crater
1374,Blackjack,Gale crater,Gale crater
1375,Alma,Gale crater,Gale crater
1376,Alma,Gale crater,Gale crater
1377,Alma,Gale crater,Gale crater
1378,Alma,Gale crater,Gale crater
1379,Cat_Creek,Gale crater,Gale crater
1380,Cat_Creek,Gale crater,Gale crater
1381,Cat_Creek,Gale crater,Gale crater
1382,Cat_Creek,Gale crater,Gale crater
1383,Prichard,Gale crater,Gale crater
1384,Prichard,Gale crater,Gale crater
1385,Prichard,Gale crater,Gale crater
1386,Prichard,Gale crater,Gale crater
1387,Prichard,Gale crater,Gale crater
1388,Prichard,Gale crater,Gale crater
1389,Prichard,Gale crater,Gale crater
1390,Prichard,Gale crater,Gale crater
1391,Wagon_Box,Gale crater,Gale crater
1392,Wagon_Box,Gale crater,Gale crater
1393,Wagon_Box,Gale crater,Gale crater
1394,Wagon_Box,Gale crater,Gale crater
1395,Wagon_Box,Gale crater,Gale crater
1396,Weed_Creek,Gale crater,Gale crater
1397,Weed_Creek,Gale crater,Gale crater
1398,Utopia,Gale crater,Gale crater
1399,Utopia,Gale crater,Gale crater
1400,Conrad,Gale crater,Gale crater
1401,Conrad,Gale crater,Gale crater
1402,Conrad,Gale crater,Gale crater
1403,Conrad,Gale crater,Gale crater
1404,Conrad,Gale crater,Gale crater
1405,Conrad,Gale crater,Gale crater
1406,Conrad,Gale crater,Gale crater
1407,Big_Sky,Gale crater,Gale crater
1408,Big_Sky,Gale crater,Gale crater
1409,Big_Sky,Gale crater,Gale crater
1410,Big_Sky,Gale crater,Gale crater
1411,Big_Sky,Gale crater,Gale crater
1412,Big_Rock,Gale crater,Gale crater
1413,Big_Rock,Gale crater,Gale crater
1414,Big_Rock,Gale crater,Gale crater
1415,Big_Rock,Gale crater,Gale crater
1416,Big_Rock,Gale crater,Gale crater
1417,Heath,Gale crater,Gale crater
1418,Heath,Gale crater,Gale crater
1419,Heath,Gale crater,Gale crater
1420,Heath,Gale crater,Gale crater
1421,Heath,Gale crater,Gale crater
1422,Heath,Gale crater,Gale crater
1423,Heath,Gale crater,Gale crater
1424,Heath,Gale crater,Gale crater
1425,Leigh,Gale crater,Gale crater
1426,Leigh,Gale crater,Gale crater
1427,Leigh,Gale crater,Gale crater
1428,Leigh,Gale crater,Gale crater
1429,Bear_Trap_Canyon,Gale crater,Gale crater
1430,Bear_Trap_Canyon,Gale crater,Gale crater
1431,Bear_Trap_Canyon,Gale crater,Gale crater
1432,Bear_Trap_Canyon,Gale crater,Gale crater
1433,Bear_Trap_Canyon,Gale crater,Gale crater
1434,Bear_Trap_Canyon,Gale crater,Gale crater
1435,Bear_Trap_Canyon,Gale crater,Gale crater
1436,Bear_Trap_Canyon,Gale crater,Gale crater
1437,Bear_Trap_Canyon,Gale crater,Gale crater
1438,Bear_Trap_Canyon,Gale crater,Gale crater
1439,Beaverhead,Gale crater,Gale crater
1440,Beaverhead,Gale crater,Gale crater
1441,Beaverhead,Gale crater,Gale crater
1442,Beaverhead,Gale crater,Gale crater
1443,Beaverhead,Gale crater,Gale crater
1444,Birdbear,Gale crater,Gale crater
1445,Birdbear,Gale crater,Gale crater
1446,Birdbear,Gale crater,Gale crater
1447,Birdbear,Gale crater,Gale crater
1448,Birdbear,Gale crater,Gale crater
1449,Birdbear,Gale crater,Gale crater
1450,Birdbear,Gale crater,Gale crater
1451,Birdbear,Gale crater,Gale crater
1452,Birdbear,Gale crater,Gale crater
1453,Birdbear,Gale crater,Gale crater
1454,Buffalo_Flat,Gale crater,Gale crater
1455,Buffalo_Flat,Gale crater,Gale crater
1456,Buffalo_Flat,Gale crater,Gale crater
1457,Deadwood_ccam,Gale crater,Gale crater
1458,Deadwood_ccam,Gale crater,Gale crater
1459,Deadwood_ccam,Gale crater,Gale crater
1460,Deadwood_ccam,Gale crater,Gale crater
1461,Deadwood_ccam,Gale crater,Gale crater
1462,Minnekahta,Gale crater,Gale crater
1463,Minnekahta,Gale crater,Gale crater
1464,Minnekahta,Gale crater,Gale crater
1465,Kippen,Gale crater,Gale crater
1466,Big_Sky_Drill_Hole_ccam,Gale crater,Gale crater
1467,Big_Sky_Drill_Hole_ccam,Gale crater,Gale crater
1468,Big_Sky_Drill_Hole_ccam,Gale crater,Gale crater
1469,Big_Sky_Drill_Hole_ccam,Gale crater,Gale crater
1470,Big_Sky_Drill_Hole_ccam,Gale crater,Gale crater
1471,Big_Sky_Drill_Hole_ccam,Gale crater,Gale crater
1472,Big_Sky_Drill_Hole_ccam,Gale crater,Gale crater
1473,Big_Sky_Drill_Hole_ccam,Gale crater,Gale crater
1474,Big_Sky_Drill_Hole_ccam,Gale crater,Gale crater
1475,Big_Sky_Drill_Hole_ccam,Gale crater,Gale crater
1476,Frontier,Gale crater,Gale crater
1477,Frontier,Gale crater,Gale crater
1478,Frontier,Gale crater,Gale crater
1479,Frontier,Gale crater,Gale crater
1480,Frontier,Gale crater,Gale crater
1481,Canadian_Creek,Gale crater,Gale crater
1482,Canadian_Creek,Gale crater,Gale crater
1483,Pilgrim,Gale crater,Gale crater
1484,Nisku,Gale crater,Gale crater
1485,Nisku,Gale crater,Gale crater
1486,Nisku,Gale crater,Gale crater
1487,Nisku,Gale crater,Gale crater
1488,Nisku,Gale crater,Gale crater
1489,Skull_Creek,Gale crater,Gale crater
1490,Hawk_Creek,Gale crater,Gale crater
1491,Hawk_Creek,Gale crater,Gale crater
1492,Hawk_Creek,Gale crater,Gale crater
1493,Hawk_Creek,Gale crater,Gale crater
1494,Gypsy,Gale crater,Gale crater
1495,Gypsy,Gale crater,Gale crater
1496,Gypsy,Gale crater,Gale crater
